movieCd,movieNm,openDt,audiAcc,salesAcc,rank,rankOldAndNew
20060191,플라이 대디,2006-08-03,242066,1443724000,4,OLD
20060208,네번째 층 - 어느날 갑자기 두번째 이야기,2006-07-27,30047,185946000,10,OLD
20060197,몬스터 하우스,2006-08-10,349018,2198543700,2,OLD
20060218,다세포소녀,2006-08-10,298929,1781570600,3,NEW
20060214,각설탕,2006-08-10,297848,1809121600,4,OLD
20060212,게드전기 : 어스시의 전설,2006-08-10,106364,639695400,7,OLD
20060224,신데렐라,2006-08-17,310214,1861146600,4,OLD
20060219,마이애미 바이스,2006-08-17,240175,1537645000,5,OLD
20060220,"사랑하니까, 괜찮아",2006-08-17,144989,859524300,7,OLD
20060223,겁나는 여친의 완벽한 비밀,2006-08-17,112653,706942000,8,NEW
20060225,예의없는 것들,2006-08-24,324517,2036664500,2,OLD
20060229,아이스케키,2006-08-24,235791,1350327800,4,OLD
20060245,원탁의 천사,2006-08-24,211808,1249359100,5,NEW
20060240,13구역,2006-08-24,100004,637809500,10,NEW
20060241,일본침몰,2006-08-31,396446,2379849100,1,NEW
20060222,천하장사 마돈나,2006-08-31,203375,1263689400,4,OLD
20060247,해변의 여인,2006-08-31,101184,647114000,8,NEW
20060140,레이크 하우스,2006-08-31,80902,516318500,10,OLD
20060242,"연애, 그 참을 수 없는 가벼움",2006-09-07,258305,1660786700,2,OLD
20060231,뚝방전설,2006-09-07,203946,1279573700,5,OLD
20060232,센티넬,2006-09-07,78344,501750000,7,NEW
20060244,우리들의 행복한 시간,2006-09-14,831596,5049953900,1,OLD
20060234,"두뇌유희프로젝트, 퍼즐",2006-09-14,154418,987551300,3,NEW
20060233,플라이트93,2006-09-08,64193,398659000,10,OLD
20060257,가문의 부활 - 가문의 영광3,2006-09-21,869580,5397688000,1,OLD
20060258,야연,2006-09-21,191641,1204420900,3,OLD
20060276,무도리,2006-09-21,45075,277465500,6,OLD
20060277,타짜,2006-09-28,995828,6238981300,1,OLD
20060284,라디오 스타,2006-09-28,181774,1144879900,4,OLD
20060291,잘 살아보세,2006-09-28,76316,449604400,6,OLD
20060259,BB프로젝트,2006-09-28,64236,381384000,7,OLD
20060272,구미호 가족,2006-09-28,48028,304654700,8,OLD
20060237,앤트 불리,2006-09-28,34454,220433500,9,OLD
20060262,월드 트레이드 센터,2006-10-15,8514,35409000,10,OLD
20060215,레이디 인 더 워터,2006-10-13,69170,424853500,6,NEW
20060292,거룩한 계보,2006-10-19,527577,3248757600,2,OLD
20060278,DOA,2006-10-19,89838,547517100,5,NEW
20060264,악마는 프라다를 입는다,2006-10-25,37111,236107200,9,OLD
20060236,폭력써클,2006-10-19,18015,117153300,10,NEW
20060288,가을로,2006-10-26,299163,1841044200,4,OLD
20060279,마음이...,2006-10-26,288705,1654538200,5,OLD
20060301,데스노트,2006-11-02,234747,1342536000,5,NEW
20060280,잔혹한 출근,2006-11-02,203267,1218295200,7,OLD
20060340,프레스티지,2006-11-02,149829,940352000,8,NEW
20060281,가디언,2006-11-02,76817,481369500,9,OLD
20060316,사랑 따윈 필요 없어,2006-11-09,237329,1445468800,2,OLD
20060261,열혈남아,2006-11-09,217161,1347771200,4,OLD
20060192,사일런트 힐,2006-11-09,96784,615900500,10,NEW
20060283,애정결핍이 두 남자에게 미치는 영향,2006-11-16,239688,1414465500,1,OLD
20060352,누가 그녀와 잤을까?,2006-11-16,170257,1002772000,4,OLD
20060311,어느 멋진 순간,2006-11-16,99511,628463000,7,NEW
20060310,그루지 2,2006-11-16,88459,503356000,9,NEW
20060353,해바라기,2006-11-23,316934,1937449600,1,OLD
20060337,디파티드,2006-11-23,237427,1474204100,2,NEW
20060315,플러쉬,2006-11-23,131234,734764300,5,OLD
20060334,스텝 업,2006-11-23,111704,669521500,7,OLD
20060354,쏘우 3,2006-11-30,200462,1258569900,3,NEW
20060347,판의 미로 - 오필리아와 세 개의 열쇠,2006-11-30,192753,1161677500,4,NEW
20060338,그해 여름,2006-11-30,178071,1082484900,5,NEW
20060339,사랑할 때 이야기하는 것들,2006-11-30,123815,782730600,7,OLD
20060356,싸이보그지만 괜찮아,2006-12-07,433439,2572649200,1,OLD
20060369,Mr.로빈 꼬시기,2006-12-07,331339,2020868700,2,OLD
20060364,저스트 프렌드,2006-12-07,125086,778482000,6,OLD
20060387,미녀는 괴로워,2006-12-14,828789,4834311600,1,OLD
20060348,로맨틱 홀리데이,2006-12-14,386886,2439277000,2,OLD
20060373,조용한 세상,2006-12-14,127952,752004000,6,NEW
20060319,박물관이 살아있다!,2006-12-21,907758,5168796700,2,OLD
20060370,중천,2006-12-21,716957,4254274900,3,OLD
20060358,007 카지노 로얄,2006-12-21,416258,2541289300,4,OLD
20060396,올드미스다이어리,2006-12-21,213154,1252616500,6,OLD
20060318,해피 피트,2006-12-21,199196,1201546000,7,OLD
20060357,조폭마누라3,2006-12-28,568506,3391163500,3,OLD
20060388,위대한 탄생,2006-12-21,56687,345729200,9,OLD
20060389,오래된 정원,2007-01-04,13400,56142000,10,OLD
20060383,부그와 엘리엇(애니),2007-01-04,158510,890910500,7,NEW
20060403,언니가 간다,2007-01-04,129181,768670900,8,OLD
20060345,에라곤,2007-01-11,447086,2642000000,2,NEW
20060412,허브,2007-01-11,415088,2441470300,4,OLD
20060405,데스노트 : 라스트 네임,2007-01-10,329570,1851044000,5,OLD
20060390,데자뷰,2007-01-11,255091,1556174500,6,OLD
20060391,묵공,2007-01-10,187837,1141997900,7,NEW
20060413,블러드 다이아몬드,2007-01-11,149809,942478300,9,OLD
20060407,마파도2,2007-01-18,684932,4081864400,1,OLD
19900100,로보트 태권V(76년 디지털 복원판), ,223540,1241563000,7,NEW
20060417,최강로맨스,2007-01-25,462537,2681876200,2,OLD
20060410,황후화,2007-01-25,433043,2704301800,3,NEW
20060408,천년여우 여우비,2007-01-25,181095,1000220000,7,NEW
20060409,미스 포터,2007-01-25,177650,1104113500,9,NEW
20070015,그놈 목소리,2007-02-01,1303105,7676721800,1,OLD
20060397,클릭,2007-02-01,169683,1028320300,6,OLD
20060419,아포칼립토,2007-01-31,149075,937625400,8,OLD
20060421,바람피기 좋은 날,2007-02-08,640174,4001530400,2,OLD
20070021,김관장 대 김관장 대 김관장,2007-02-08,438220,2638947900,3,OLD
20060375,샬롯의 거미줄,2007-02-08,136830,766574000,6,OLD
20070014,1번가의 기적,2007-02-14,643742,3958970100,1,OLD
20070020,복면달호,2007-02-14,390146,2363182500,4,OLD
20060422,비밀의 숲 테라비시아,2007-02-15,119391,697657500,6,NEW
20070013,아버지의 깃발,2007-02-15,106438,674978500,7,NEW
20060398,록키 발보아,2007-02-14,105334,662893000,8,OLD
20060423,드림걸즈,2007-02-22,239201,1497558900,5,OLD
20070010,마강호텔,2007-02-22,127116,737293800,8,OLD
20070009,바벨,2007-02-22,106445,688884500,9,OLD
20070034,그 여자 작사 그 남자 작곡,2007-02-28,302993,1976753500,3,OLD
20060430,행복을 찾아서,2007-02-28,275331,1698089500,4,OLD
20070042,좋지 아니한가,2007-03-01,170762,1037635500,6,OLD
20070025,한니발 라이징,2007-02-28,148572,937435100,7,NEW
20070036,일루셔니스트,2007-03-08,244849,1523430400,3,OLD
20070043,스모킹 에이스,2007-03-08,97429,625531500,8,NEW
20070033,300,2007-03-14,1003521,6383931000,1,OLD
20060420,쏜다,2007-03-14,194171,1144447700,4,OLD
20070037,페인티드 베일,2007-03-15,75450,470812000,7,OLD
20070083,향수 : 어느 살인자의 이야기,2007-03-22,304328,1830564300,2,NEW
20070071,넘버23,2007-03-22,199149,1223441000,3,OLD
20070066,수,2007-03-22,128135,773484600,5,OLD
20060282,브레이크 업 : 이별후애(愛),2007-03-22,109686,698116500,6,OLD
20070102,빼꼼의 머그잔 여행,2007-03-22,50366,228680500,9,OLD
20070084,이장과 군수,2007-03-29,504755,3248744500,2,OLD
20070047,뷰티풀 선데이,2007-03-29,101178,679625500,5,OLD
20070029,블랙북,2007-03-29,77819,489616000,7,NEW
20070072,우아한 세계,2007-04-05,407302,2630338000,1,OLD
20070108,철없는 그녀의 아찔한 연애코치,2007-04-05,113324,705152500,5,OLD
20070050,마하 2.6: 풀스피드,2007-04-05,32724,201687000,9,NEW
20070104,극락도 살인사건,2007-04-12,593334,3808741000,1,OLD
20070088,고스트 라이더,2007-04-12,196655,1274737000,4,OLD
20070099,천년학,2007-04-12,65554,407523500,8,OLD
20070097,동갑내기 과외하기 레슨 2,2007-04-19,213509,1382731500,2,OLD
20070103,리핑 10개의 재앙,2007-04-19,181789,1182416000,3,OLD
20070096,눈부신 날에,2007-04-19,144973,911054500,4,NEW
20070106,선샤인,2007-04-19,58276,365922000,9,NEW
20070055,로빈슨 가족,2007-04-19,48090,351550000,10,OLD
20070113,더블타겟,2007-04-26,189969,1291495500,4,OLD
20070110,날아라 허동구,2007-04-26,174799,1094957000,5,OLD
20070124,닌자거북이 TMNT,2007-04-25,72874,453001000,7,OLD
20070049,굿셰퍼드,2007-04-19,78569,508602500,10,OLD
20070056,스파이더맨 3,2007-05-01,2389363,15331892500,1,OLD
20070111,아들,2007-05-01,242213,1558391500,3,OLD
20070148,쉬즈 더 맨,2007-05-03,39549,217559000,9,OLD
20070151,못말리는 결혼,2007-05-10,352738,2300919000,2,OLD
20070127,용호문,2007-05-10,50142,299118500,7,NEW
20070130,내일의 기억,2007-05-10,44565,298367500,8,NEW
20070172,넥스트,2007-05-17,255868,1698332500,3,NEW
20070173,눈물이 주룩주룩,2007-05-17,88821,537710000,5,OLD
20070057,캐리비안의 해적: 세상의 끝에서,2007-05-23,2455491,15540629500,1,NEW
20070115,밀양,2007-05-23,320014,2105804500,2,OLD
20060230,전설의 고향,2007-05-23,210218,1335200500,5,NEW
20070100,상성: 상처받은 도시,2007-05-31,55359,374973000,7,OLD
20070192,데스워터,2007-05-31,40826,263586000,8,NEW
20070137,팩토리 걸 ,2007-05-31,6485,45004500,10,NEW
20070116,슈렉3,2007-06-06,1629708,10327809000,1,OLD
20070128,황진이,2007-06-06,676929,4468757000,2,OLD
20070092,메신져 - 죽은자들의 경고,2007-06-06,149583,961778000,5,NEW
20070058,오션스 써틴,2007-06-14,484639,3209360000,2,NEW
20070196,러브 & 트러블,2007-06-14,110597,749444500,6,NEW
20070179,황색 눈물,2007-06-14,16954,110000500,8,OLD
20070216,시간을 달리는 소녀,2007-06-14,12316,77138000,9,NEW
20070205,검은 집,2007-06-21,474465,3187550500,2,OLD
20070198,4.4.4,2007-06-20,126951,865311000,6,OLD
20070204,뜨거운녀석들,2007-06-21,53918,364357000,9,NEW
20070206,두 번째 사랑,2007-06-21,45291,304052500,10,NEW
20070061,트랜스포머,2007-06-28,1897560,12436898000,1,NEW
20070234,디센트,2007-07-05,128933,869403000,4,OLD
20070208,택시 4,2007-07-05,102781,671115500,5,NEW
20070063,해리 포터와 불사조 기사단,2007-07-11,1863114,11553120800,1,NEW
20070250,해부학 교실,2007-07-11,339049,2142791500,3,OLD
20070060,다이 하드 4 : 죽어도 산다,2007-07-17,8948,58091000,9,OLD
20070254,샴,2007-07-17,330442,2101825700,4,OLD
20070268,파워레인저매직포스&트레저포스,2007-07-17,65948,401946500,6,NEW
20070226,"뉴욕에서 온 남자, 파리에서 온 여자",2007-07-19,27186,150327000,8,NEW
20070229,일본인디필름 페스티벌 리턴즈,2007-06-28,28397,193260000,10,OLD
20070209,화려한 휴가,2007-07-25,1388573,9040325800,1,OLD
20070264,라따뚜이,2007-07-25,294158,1843118000,5,OLD
20070261,에반 올마이티,2007-07-25,133122,850240600,7,OLD
20070257,므이,2007-07-25,118469,766548000,8,NEW
20070293,꽃미남 연쇄 테러 사건,2007-07-26,63507,383548000,9,OLD
20070316,디워,2007-08-01,2761824,17340785000,1,OLD
20070262,기담,2007-08-01,294490,1884906500,5,OLD
20070317,1408,2007-08-01,169320,1104052500,8,OLD
20070059,판타스틱 4: 실버 서퍼의 위협,2007-08-08,407108,2610887500,3,OLD
20070289,리턴,2007-08-08,337465,2257275000,4,OLD
20070117,서핑 업,2007-08-09,133987,808568500,8,OLD
20070089,만남의 광장,2007-08-15,657008,4236728500,3,OLD
20070367,지금 사랑하는 사람과 살고 있습니까?,2007-08-15,467876,3172351000,4,OLD
20070306,스타더스트,2007-08-15,340644,2208990500,5,OLD
20070303,조디악,2007-08-15,117103,772478500,8,NEW
20070085,미스터 빈의 홀리데이,2007-08-15,98447,622614500,10,NEW
20060425,사랑방 선수와 어머니,2007-08-08,317722,2055385500,5,OLD
20070305,두 사람이다,2007-08-22,155191,1047286500,7,OLD
20070064,"심슨가족, 더무비",2007-08-22,138522,858693500,8,NEW
20070348,죽어도 해피엔딩,2007-08-22,111817,737582000,9,NEW
20070294,디스터비아,2007-08-30,259562,1716267000,2,OLD
20070107,내 생애 최악의 남자,2007-08-30,251711,1669868000,3,OLD
20070374,사랑의 레시피,2007-08-30,170765,1127404000,7,OLD
20070370,라파예트,2007-08-30,81875,538943500,10,NEW
20070381,마이 파더,2007-09-06,350462,2257172500,1,OLD
20070355,데쓰 프루프,2007-09-06,64136,437223000,9,NEW
20070393,브라보 마이 라이프,2007-09-06,57754,373710500,10,NEW
20070422,본 얼티메이텀,2007-09-12,485969,3218275000,1,NEW
20070421,권순분여사 납치사건,2007-09-12,388509,2511658000,2,OLD
20070379,두 얼굴의 여친,2007-09-13,338358,2193445000,3,OLD
20070380,즐거운 인생,2007-09-13,252652,1656043500,5,OLD
20070358,어머니는 죽지 않는다,2007-09-12,89469,485729500,6,OLD
20070441,사랑,2007-09-19,512410,3413684000,1,OLD
20070383,상사부일체,2007-09-19,265368,1728454000,4,OLD
20070424,인베이젼,2007-09-20,173257,1159534000,6,NEW
20070454,원스,2007-09-20,35549,247505800,9,OLD
20070433,행복,2007-10-03,580953,3885262000,1,NEW
20070352,러시 아워 3,2007-10-03,353144,2291067000,2,OLD
20070462,내니 다이어리,2007-10-03,236344,1574241000,4,OLD
20070453,아드레날린24,2007-10-03,67889,461395000,9,NEW
20070456,비커밍 제인,2007-10-11,104103,683650500,5,OLD
20070457,카핑 베토벤,2007-10-03,96826,634222500,6,OLD
20070449,브레이브 원,2007-10-11,92896,618229000,7,OLD
20070495,거침없이 쏴라! 슛뎀업 ,2007-10-11,66333,445109500,10,OLD
20070434,바르게 살자,2007-10-18,537972,3476994500,1,OLD
20070497,궁녀,2007-10-18,510810,3410493500,2,NEW
20070520,레지던트 이블 3 - 인류의 멸망,2007-10-18,217926,1479086500,3,NEW
20070023,어깨 너머의 연인,2007-10-18,133143,903496500,5,OLD
20070450,엠,2007-10-25,287254,1858463500,3,OLD
20070502,오다기리 죠의 도쿄타워,2007-10-25,30453,200129000,9,NEW
20070500,펀치레이디,2007-10-25,26397,173409500,10,OLD
20070435,식객,2007-11-01,548270,3547994500,1,OLD
20070501,히어로,2007-11-01,133827,867350000,4,OLD
20070494,킹덤,2007-11-01,129282,876455500,5,OLD
20070465,블랙 달리아,2007-11-01,78002,529152500,8,OLD
20070582,"색, 계",2007-11-08,280243,1884045500,3,OLD
20070474,더 버터플라이,2007-11-08,128120,811890500,4,OLD
20070543,로스트 라이온즈,2007-11-08,102987,689942500,5,NEW
20070466,세븐 데이즈,2007-11-14,30573,182376000,10,OLD
20070521,베오울프,2007-11-14,515744,3625186000,2,NEW
20070504,스카우트,2007-11-14,170630,1118039000,5,OLD
20070091,마을금고 연쇄습격사건,2007-11-14,77078,481995500,7,OLD
20070593,쏘우 4,2007-11-21,178599,1214640000,5,NEW
20070555,골든 에이지,2007-11-22,117908,750385000,6,OLD
20070522,라 비 앙 로즈,2007-11-21,60368,397133000,8,OLD
20070585,어거스트 러쉬,2007-11-29,373923,2433609500,2,OLD
20072520,우리 동네,2007-11-29,188899,1283191500,5,OLD
20070545,열한번째 엄마,2007-11-29,162195,987694500,6,OLD
20070498,히트맨,2007-11-29,88006,596840000,8,NEW
20070499,마이클 클레이튼,2007-11-29,68853,437835500,10,NEW
20070635,헤어스프레이,2007-12-06,175137,1149099500,5,OLD
20070636,데스 센텐스 ,2007-12-06,59123,403916000,9,NEW
20070550,나는 전설이다,2007-12-12,995952,6487478500,1,NEW
20070637,색즉시공 시즌2,2007-12-12,644065,4357719000,2,OLD
20070610,싸움,2007-12-12,252257,1618024500,4,OLD
20070551,황금 나침반,2007-12-18,1141132,7205994000,1,NEW
20070549,내셔널 트레져:비밀의 책,2007-12-19,495594,3211315500,4,OLD
20070639,내 사랑,2007-12-18,329474,2154500500,5,OLD
20070640,용의주도 미스신,2007-12-18,266538,1721005000,7,OLD
20070562,앨빈과 슈퍼밴드,2007-12-19,211632,1281913000,8,OLD
20070586,마고리엄의 장난감 백화점,2007-12-24,451248,2776411500,5,OLD
20070642,아메리칸 갱스터,2007-12-27,167996,1139457500,10,OLD
20070563,꿀벌대소동,2008-01-03,386601,2341583000,3,OLD
20070661,기다리다 미쳐,2008-01-01,319614,2083072500,4,OLD
20071003,P.S. 아이 러브 유,2008-01-03,212155,1445518000,6,OLD
20070382,우리 생애 최고의 순간,2008-01-10,754132,4956455500,1,OLD
20071064,무방비도시,2008-01-10,541913,3624698000,2,OLD
20071042,미스트,2008-01-10,243040,1594158500,4,OLD
20070566,마법에 걸린 사랑,2008-01-10,194658,1270315500,5,OLD
20080009,스위니 토드 : 어느 잔혹한 이발사 이야기,2008-01-17,322467,2206398500,3,OLD
20070660,뜨거운 것이 좋아,2008-01-17,265408,1740113000,4,OLD
20080010,에이리언 VS 프레데터2 ,2008-01-17,165662,1070692000,7,NEW
20080008,어린 왕자,2008-01-17,46845,290689000,9,NEW
20071065,써티 데이즈 오브 나이트,2008-01-10,84464,569630000,10,OLD
20070672,클로버필드,2008-01-24,358359,2400733000,3,OLD
20071014,엘라의 모험 : 해피엔딩의 위기,2008-01-24,153065,868434000,6,OLD
20071675,더 게임,2008-01-30,431997,2869520001,2,OLD
20080011,원스어폰어타임,2008-01-31,349873,2301436500,3,OLD
20071067,슈퍼맨이었던 사나이,2008-01-31,256825,1701715000,4,OLD
20080013,명장,2008-01-30,148736,990172500,6,OLD
20080015,라듸오 데이즈,2008-01-31,102063,676242000,8,OLD
20070548,6년째 연애중,2008-02-05,732091,4924008500,4,OLD
20080014,마지막 선물,2008-02-05,223099,1474126500,6,OLD
20080021,찰리윌슨의 전쟁,2008-02-06,145042,968139000,8,OLD
20080047,점퍼,2008-02-14,717385,4754019000,1,NEW
20080046,추격자,2008-02-14,665014,4473242000,2,NEW
20080038,스파이더위크가의 비밀,2008-02-14,194862,1253823000,5,NEW
20080024,오퍼나지: 비밀의계단,2008-02-14,90150,593698000,8,NEW
20071047,"대한이, 민국씨",2008-02-14,78834,510978500,9,NEW
20080062,데스노트 L: 새로운 시작,2008-02-21,209537,1274962500,4,OLD
20080065,어톤먼트,2008-02-21,102641,693466000,6,OLD
20080032,밴티지 포인트,2008-02-28,419137,2766936500,2,OLD
20072151,바보,2008-02-28,398398,2581577000,3,OLD
20080078,람보 4 : 라스트 블러드,2008-02-28,69717,449801000,8,OLD
20080079,사랑보다 황금,2008-02-28,42852,286239500,10,OLD
20080142,마이 뉴 파트너,2008-03-06,151783,998747500,4,OLD
20080141,27번의 결혼리허설,2008-03-06,138979,934161000,5,NEW
20080145,마이 블루베리 나이츠,2008-03-06,94557,604843500,6,OLD
20080105,집결호,2008-03-06,52723,344702500,8,OLD
20080148,"10,000 BC",2008-03-13,550371,3637719500,1,NEW
20080149,스텝업 2 : 더 스트리트,2008-03-13,359419,2379300500,3,OLD
20080146,허밍,2008-03-13,61546,395522500,8,OLD
20080226,숙명,2008-03-20,435174,2934462500,1,NEW
20080230,천일의 스캔들,2008-03-20,181900,1227296000,5,OLD
20080055,워터호스,2008-03-20,46694,273106500,8,OLD
20080254,어웨이크,2008-03-27,251202,1646330500,3,OLD
20080258,댄 인 러브,2008-03-27,92914,612391000,7,OLD
20080252,데스 디파잉:어느 마술사의 사랑,2008-03-27,84100,561355500,8,OLD
20072148,GP 506,2008-04-03,386293,2610380500,1,OLD
20080291,삼국지:용의 부활,2008-04-03,364076,2374225000,2,OLD
20080331,도레미파솔라시도,2008-04-03,88155,536286500,8,OLD
20080337,테이큰,2008-04-09,413831,2825624000,1,OLD
20080348,연의 황후,2008-04-09,116713,775816500,4,OLD
